PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_NAME;REQUIREMENTS_ATTRIBUTES_WELLARCHITECTEDQUESTIONID;REQUIREMENTS_ATTRIBUTES_WELLARCHITECTEDPRACTICEID;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_LEVELOFRISK;REQUIREMENTS_ATTRIBUTES_ASSESSMENTMETHOD;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IMPLEMENTATIONGUIDANCEURL;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function sql-server-data-upload is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:sql-server-data-upload;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;sql-server-data-upload;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function foretale-secrets-rotation-handler is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:foretale-secrets-rotation-handler;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;foretale-secrets-rotation-handler;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function amplify-foretaleapplicati-TableManagerCustomProvid-0EnuIhko3qzi is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:amplify-foretaleapplicati-TableManagerCustomProvid-0EnuIhko3qzi;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;amplify-foretaleapplicati-TableManagerCustomProvid-0EnuIhko3qzi;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function calling-central-control-db-no-auth is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:calling-central-control-db-no-auth;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;calling-central-control-db-no-auth;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function amplify-djeky3rjf2dd9-mai-TableManagerCustomProvid-Vp4cWqz9h7gI is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:amplify-djeky3rjf2dd9-mai-TableManagerCustomProvid-Vp4cWqz9h7gI;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;amplify-djeky3rjf2dd9-mai-TableManagerCustomProvid-Vp4cWqz9h7gI;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function amplify-foretaleapplicati-TableManagerCustomProvid-ggwGMmX91hbd is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:amplify-foretaleapplicati-TableManagerCustomProvid-ggwGMmX91hbd;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;amplify-foretaleapplicati-TableManagerCustomProvid-ggwGMmX91hbd;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function ecs-task-invoker is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:ecs-task-invoker;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;ecs-task-invoker;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function amplify-djeky3rjf2dd9-mai-CustomS3AutoDeleteObject-KKunvJzlggD2 is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:amplify-djeky3rjf2dd9-mai-CustomS3AutoDeleteObject-KKunvJzlggD2;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;amplify-djeky3rjf2dd9-mai-CustomS3AutoDeleteObject-KKunvJzlggD2;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function calling-sql-procedure is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:calling-sql-procedure;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;calling-sql-procedure;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCusto-D5NUVZM1U30r is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCusto-D5NUVZM1U30r;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCusto-D5NUVZM1U30r;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function amplify-djeky3rjf2dd9-mai-CustomCDKBucketDeploymen-UnmBNIY90IQw is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:amplify-djeky3rjf2dd9-mai-CustomCDKBucketDeploymen-UnmBNIY90IQw;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;amplify-djeky3rjf2dd9-mai-CustomCDKBucketDeploymen-UnmBNIY90IQw;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
